Curve CO
140050 9
140100 9
140150 9
140200 9
140250 9
140300 9
140350 9
140400 9
140450 9
140500 9
140550 9
140600 9
140650 9
140700 9
140750 9
140800 9
140850 9
140900 9
140950 9
141000 9
141050 9
141100 9
141150 9
141200 9
141250 9
141300 9
141350 9
141400 9
141450 9
141500 9
141550 9
141600 9
141650 9
141700 9
141750 9
141800 9
141850 9
141900 9
141950 9
142000 9
142050 9
142100 9
142150 9
142200 9
142250 9
142300 9
142350 9
142400 9
142450 9
142500 9
142550 9
142600 9
142650 9
142700 9
142750 10
142800 9
142850 10
142900 10
142950 10
143000 10
143050 10
143100 10
143150 10
143200 10
143250 10
143300 10
143350 10
143400 10
143450 10
143500 10
143550 10
143600 10
143650 10
143700 10
143750 10
143800 10
143850 10
143900 10
143950 10
144000 10
144050 10
144100 10
144150 10
144200 10
144250 10
144300 10
144350 10
144400 10
144450 10
144500 10
144550 10
144600 10
144650 10
144700 10
144750 10
144800 10
144850 10
144900 10
144950 10
145000 10
145050 10
145100 10
145150 10
145200 10
145250 10
145300 10
145350 10
145400 10
145450 10
145500 10
145550 10
145600 10
145650 10
145700 10
145750 10
145800 10
145850 10
145900 10
145950 10
146000 10
146050 10
146100 10
146150 10
146200 10
146250 10
146300 10
146350 10
146400 10
146450 10
146500 10
146550 10
146600 10
146650 10
146700 10
146750 10
146800 10
146850 10
146900 10
146950 10
147000 10
147050 10
147100 10
147150 10
147200 10
147250 10
147300 10
147350 9
147400 9
147450 9
147500 9
147550 9
147600 9
147650 9
147700 10
147750 10
147800 10
147850 10
147900 10
147950 10
148000 10
148050 10
148100 10
148150 9
148200 9
148250 9
148300 10
148350 10
148400 10
148450 10
148500 10
148550 10
148600 10
148650 10
148700 10
148750 10
148800 10
148850 10
148900 10
148950 10
149000 10
149050 10
149100 10
149150 10
149200 10
149250 10
149300 10
149350 10
149400 10
149450 10
149500 10
149550 10
149600 10
149650 10
149700 10
149750 10
149800 10
149850 11
149900 11
149950 11
150000 11
150050 11
150100 11
150150 11
150200 11
150250 11
150300 11
150350 11
150400 11
150450 11
150500 11
150550 11
150600 11
150650 11
150700 11
150750 11
150800 11
150850 11
150900 11
150950 11
151000 11
151050 11
151100 11
151150 11
151200 11
151250 11
151300 11
151350 11
151400 11
151450 11
151500 11
151550 11
151600 11
151650 11
151700 11
151750 11
151800 11
151850 11
151900 11
151950 11
152000 11
152050 11
152100 11
152150 11
152200 11
152250 11
152300 11
152350 11
152400 11
152450 11
152500 11
152550 11
152600 11
152650 11
152700 11
152750 11
152800 11
152850 11
152900 11
152950 11
153000 11
153050 11
153100 11
153150 11
153200 11
153250 11
153300 11
153350 11
153400 11
153450 11
153500 11
153550 11
153600 11
153650 11
153700 11
153750 11
153800 11
153850 11
153900 11
153950 11
154000 11
154050 11
154100 11
154150 11
154200 11
154250 11
154300 11
154350 11
154400 11
154450 11
154500 11
154550 11
154600 11
154650 11
154700 11
154750 11
154800 11
154850 11
154900 11
154950 11
155000 11
155050 11
155100 11
155150 11
155200 11
155250 11
155300 11
155350 11
155400 11
155450 11
155500 11
155550 11
155600 11
155650 11
155700 11
155750 11
155800 11
155850 11
155900 11
155950 11
156000 11
156050 11
156100 11
156150 11
156200 11
156250 11
156300 11
156350 11
156400 11
156450 11
156500 11
156550 11
156600 11
156650 11
156700 11
156750 11
156800 11
156850 11
156900 11
156950 11
157000 11
157050 11
157100 11
157150 11
157200 11
157250 11
157300 11
157350 11
157400 11
157450 11
157500 11
157550 11
157600 11
157650 11
157700 11
157750 11
157800 11
157850 11
157900 11
157950 11
158000 11
158050 11
158100 11
158150 11
158200 11
158250 11
158300 11
158350 11
158400 11
158450 11
158500 11
158550 11
158600 11
158650 11
158700 11
158750 11
158800 11
158850 11
158900 11
158950 11
159000 11
159050 11
159100 11
159150 11
159200 11
159250 11
159300 11
159350 11
159400 11
159450 11
159500 11
159550 11
159600 11
159650 11
159700 11
159750 11
159800 11
159850 11
159900 11
159950 11
160000 11
160050 11
160100 11
160150 11
160200 11
160250 11
160300 11
160350 11
160400 11
160450 11
160500 11
160550 11
160600 11
160650 11
160700 11
160750 11
160800 11
160850 11
160900 11
160950 11
161000 11
161050 11
161100 11
161150 11
161200 11
161250 11
161300 11
161350 11
161400 11
161450 11
161500 11
161550 11
161600 11
161650 11
161700 11
161750 11
161800 11
161850 11
161900 11
161950 11
162000 11
162050 11
162100 11
162150 11
162200 11
162250 11
162300 11
162350 11
162400 11
162450 11
162500 11
162550 11
162600 11
162650 11
162700 11
162750 11
162800 11
162850 11
162900 11
162950 11
163000 11
163050 11
163100 11
163150 11
163200 11
163250 11
163300 11
163350 11
163400 11
163450 11
163500 11
163550 11
163600 11
163650 11
163700 11
163750 11
163800 11
163850 11
163900 11
163950 11
164000 11
164050 11
164100 11
164150 11
164200 11
164250 11
164300 11
164350 11
164400 11
164450 11
164500 11
164550 11
164600 11
164650 11
164700 11
164750 11
164800 11
164850 11
164900 11
164950 11
165000 11
165050 11
165100 11
165150 11
165200 11
165250 11
165300 10
165350 10
165400 10
165450 10
165500 10
165550 10
165600 10
165650 10
165700 10
165750 10
165800 10
165850 10
165900 10
165950 10
166000 10
166050 10
166100 10
166150 10
166200 10
166250 10
166300 10
166350 10
166400 10
166450 10
166500 10
166550 10
166600 10
166650 10
166700 10
166750 10
166800 10
166850 10
166900 10
166950 10
167000 10
167050 10
167100 10
167150 10
167200 10
167250 10
167300 10
167350 10
167400 10
167450 10
167500 10
167550 10
167600 10
167650 10
167700 10
167750 10
167800 10
167850 10
167900 10
167950 10
168000 10
168050 10
168100 10
168150 10
168200 10
168250 10
168300 10
168350 10
168400 10
168450 10
168500 11
168550 11
168600 10
168650 10
168700 10
168750 10
168800 10
168850 10
168900 10
168950 10
169000 10
169050 11
169100 10
169150 10
169200 10
169250 10
169300 10
169350 10
169400 10
169450 10
169500 10
169550 11
169600 11
169650 10
169700 10
169750 10
169800 10
169850 10
169900 10
169950 11
170000 10
170050 10
170100 10
170150 10
170200 11
170250 10
170300 10
170350 10
170400 10
170450 10
170500 10
170550 10
170600 10
170650 10
170700 10
170750 10
170800 11
170850 10
170900 10
170950 11
171000 11
171050 11
171100 12
171150 12
171200 12
171250 12
171300 12
171350 12
171400 12
171450 12
171500 12
171550 12
171600 12
171650 12
171700 12
171750 12
171800 12
171850 12
171900 12
171950 12
172000 12
172050 13
172100 13
172150 13
172200 12
172250 12
172300 12
172350 12
172400 12
172450 12
172500 12
172550 12
172600 12
172650 12
172700 12
172750 12
172800 12
172850 12
172900 12
172950 12
173000 12
173050 13
173100 13
173150 13
173200 13
173250 13
173300 13
173350 13
173400 13
173450 13
173500 13
173550 13
173600 13
173650 13
173700 13
173750 13
173800 13
173850 13
173900 13
173950 13
174000 13
174050 13
174100 12
174150 12
174200 12
174250 12
174300 12
174350 12
174400 13
174450 12
174500 12
174550 12
174600 12
174650 12
174700 12
174750 12
174800 12
174850 12
174900 12
174950 13
175000 13
175050 13
175100 13
175150 13
175200 13
175250 13
175300 14
175350 13
175400 13
175450 14
175500 14
175550 13
175600 13
175650 13
175700 13
175750 13
175800 13
175850 14
175900 14
175950 13
176000 13
176050 14
176100 13
176150 13
176200 13
176250 14
176300 14
176350 14
176400 14
176450 14
176500 14
176550 14
176600 14
176650 14
176700 14
176750 14
176800 14
176850 14
176900 14
176950 14
177000 14
177050 14
177100 14
177150 14
177200 14
177250 14
177300 14
177350 14
177400 14
177450 14
177500 14
177550 14
177600 14
177650 14
177700 14
177750 14
177800 14
177850 14
177900 14
177950 14
178000 14
178050 14
178100 14
178150 14
178200 14
178250 14
178300 14
178350 14
178400 14
178450 14
178500 14
178550 14
178600 14
178650 14
178700 14
178750 14
178800 14
178850 14
178900 14
178950 14
179000 14
179050 14
179100 14
179150 14
179200 14
179250 14
179300 14
179350 14
179400 14
179450 14
179500 14
179550 14
179600 14
179650 14
179700 14
179750 14
179800 14
179850 14
179900 14
179950 14
180000 14
180050 14
180100 14
180150 14
180200 14
180250 14
180300 14
180350 14
180400 14
180450 14
180500 14
180550 14
180600 14
180650 14
180700 14
180750 14
180800 14
180850 14
180900 14
180950 14
181000 14
181050 14
181100 14
181150 14
181200 14
181250 14
181300 14
181350 14
181400 14
181450 14
181500 14
181550 14
181600 14
181650 14
181700 14
181750 14
181800 14
181850 14
181900 14
181950 14
182000 14
182050 14
182100 14
182150 14
182200 14
182250 14
182300 14
182350 14
182400 14
182450 14
182500 14
182550 14
182600 14
182650 14
182700 14
182750 14
182800 14
182850 14
182900 14
182950 14
183000 14
183050 14
183100 14
183150 14
183200 14
183250 14
183300 14
183350 14
183400 14
183450 14
183500 14
183550 14
183600 14
183650 14
183700 14
183750 14
183800 14
183850 14
183900 14
183950 14
184000 14
184050 14
184100 14
184150 14
184200 14
184250 14
184300 14
184350 14
184400 14
184450 14
184500 14
184550 14
184600 14
184650 14
184700 14
184750 14
184800 14
184850 14
184900 14
184950 14
185000 14
185050 14
185100 14
185150 14
185200 14
185250 14
185300 14
185350 14
185400 14
185450 14
185500 14
185550 14
185600 14
185650 14
185700 14
185750 14
185800 14
185850 14
185900 14
185950 14
186000 14
186050 14
186100 14
186150 14
186200 14
186250 14
186300 14
186350 14
186400 14
186450 14
186500 14
186550 14
186600 14
186650 14
186700 14
186750 14
186800 14
186850 14
186900 14
186950 14
187000 14
187050 14
187100 14
187150 14
187200 14
187250 14
187300 14
187350 14
187400 14
187450 14
187500 14
187550 14
187600 14
187650 14
187700 14
187750 14
187800 14
187850 14
187900 14
187950 14
188000 14
188050 14
188100 14
188150 14
188200 14
188250 14
188300 14
188350 14
188400 14
188450 14
188500 14
188550 14
188600 14
188650 14
188700 14
188750 14
188800 14
188850 14
188900 14
188950 14
189000 14
189050 14
189100 14
189150 14
189200 14
189250 14
189300 14
189350 14
189400 14
189450 14
189500 14
189550 14
189600 14
189650 13
189700 13
189750 13
189800 13
189850 13
189900 13
189950 13
190000 13
190050 13
190100 13
190150 13
190200 13
190250 13
190300 13
190350 13
190400 13
190450 13
190500 13
190550 13
190600 13
190650 13
190700 13
190750 13
190800 13
190850 13
190900 13
190950 13
191000 13
191050 13
191100 13
191150 13
191200 13
191250 13
191300 13
191350 13
191400 13
191450 13
191500 13
191550 13
191600 13
191650 13
191700 13
191750 13
191800 13
191850 13
191900 13
191950 13
192000 13
192050 13
192100 13
192150 13
192200 13
192250 13
192300 13
192350 13
192400 13
192450 13
192500 13
192550 13
192600 13
192650 13
192700 13
192750 13
192800 13
192850 13
192900 13
192950 13
193000 13
193050 13
193100 13
193150 13
193200 13
193250 13
193300 13
193350 13
193400 13
193450 13
193500 13
193550 13
193600 13
193650 13
193700 13
193750 13
193800 13
193850 13
193900 13
193950 13
194000 13
194050 13
194100 13
194150 13
194200 13
194250 13
194300 13
194350 13
194400 13
194450 13
194500 13
194550 13
194600 13
194650 13
194700 13
194750 13
194800 13
194850 13
194900 13
194950 13
195000 13
195050 13
195100 13
195150 13
195200 13
195250 13
195300 13
195350 14
195400 13
195450 13
195500 13
195550 13
195600 13
195650 13
195700 13
195750 13
195800 13
195850 13
195900 13
195950 13
196000 13
196050 13
196100 13
196150 13
196200 13
196250 13
196300 13
196350 13
196400 13
196450 13
196500 13
196550 13
196600 13
196650 13
196700 13
196750 13
196800 13
196850 14
196900 13
196950 13
197000 13
197050 14
197100 14
197150 14
197200 14
197250 14
197300 13
197350 13
197400 13
197450 13
197500 13
197550 13
197600 13
197650 14
197700 13
197750 13
197800 13
197850 13
197900 13
197950 13
198000 14
198050 13
198100 13
198150 13
198200 13
198250 13
198300 14
198350 14
198400 14
198450 13
198500 13
198550 13
198600 13
198650 13
198700 13
198750 13
198800 13
198850 13
198900 13
198950 13
199000 13
199050 13
199100 13
199150 13
199200 13
199250 13
199300 14
199350 14
199400 13
199450 13
199500 13
199550 13
199600 13
199650 13
199700 13
199750 14
199800 13
199850 13
199900 13
199950 13
200000 13
200050 13
200100 13
200150 13
200200 13
200250 13
200300 13
200350 13
200400 13
200450 13
200500 13
200550 13
200600 13
200650 13
200700 13
200750 13
200800 14
200850 14
200900 14
200950 14
201000 14
201050 14
201100 14
201150 14
201200 14
201250 14
201300 14
201350 14
201400 14
201450 14
201500 14
201550 14
201600 14
201650 14
201700 14
201750 14
201800 14
201850 14
201900 14
201950 14
202000 14
202050 14
202100 14
202150 14
202200 14
202250 14
202300 14
202350 14
202400 14
202450 14
202500 14
202550 14
202600 14
202650 14
202700 14
202750 14
202800 14
202850 14
202900 14
202950 14
203000 14
203050 14
203100 14
203150 14
203200 14
203250 14
203300 14
203350 14
203400 14
203450 14
203500 14
203550 14
203600 14
203650 14
203700 14
203750 14
203800 14
203850 14
203900 14
203950 14
204000 14
204050 14
204100 14
204150 14
204200 14
204250 14
204300 14
204350 14
204400 14
204450 14
204500 14
204550 14
204600 14
204650 14
204700 14
204750 14
204800 14
204850 14
204900 14
204950 14
205000 14
205050 14
205100 14
205150 14
205200 14
205250 14
205300 14
205350 13
205400 13
205450 13
205500 13
205550 13
205600 13
205650 13
205700 13
205750 13
205800 13
205850 13
205900 13
205950 13
206000 13
206050 13
206100 13
206150 13
206200 13
206250 13
206300 13
206350 13
206400 14
206450 14
206500 13
206550 13
206600 13
206650 13
206700 13
206750 13
206800 13
206850 13
206900 13
206950 13
207000 13
207050 13
207100 13
207150 13
207200 13
207250 13
207300 13
207350 13
207400 13
207450 13
207500 13
207550 13
207600 13
207650 13
207700 13
207750 13
207800 13
207850 13
207900 13
207950 13
208000 13
208050 13
208100 13
208150 13
208200 13
208250 13
208300 13
208350 13
208400 13
208450 13
208500 14
208550 13
208600 13
208650 13
208700 13
208750 13
208800 13
208850 13
208900 13
208950 13
209000 13
209050 13
209100 13
209150 13
209200 13
209250 13
209300 13
209350 13
209400 13
209450 13
209500 13
209550 13
209600 13
209650 13
209700 13
209750 13
209800 13
209850 13
209900 13
209950 13
210000 13
210050 13
210100 13
210150 13
210200 13
210250 14
210300 13
210350 13
210400 13
210450 13
210500 13
210550 13
210600 14
210650 14
210700 14
210750 14
210800 13
210850 13
210900 13
210950 12
211000 12
211050 12
211100 13
211150 13
211200 13
211250 13
211300 13
211350 13
211400 13
211450 13
211500 14
211550 14
211600 14
211650 14
211700 14
211750 14
211800 14
211850 14
211900 14
211950 14
212000 14
212050 14
212100 14
212150 14
212200 14
212250 14
212300 14
212350 14
212400 14
212450 14
212500 14
212550 14
212600 14
212650 14
212700 14
212750 14
212800 14
212850 14
212900 14
212950 14
213000 14
213050 14
213100 14
213150 14
213200 14
213250 14
213300 14
213350 14
213400 14
213450 14
213500 14
213550 14
213600 14
213650 14
213700 14
213750 14
213800 14
213850 14
213900 14
213950 14
214000 14
214050 14
214100 14
214150 14
214200 14
214250 14
214300 14
214350 14
214400 14
214450 14
214500 14
214550 14
214600 14
214650 14
214700 14
214750 14
214800 14
214850 14
214900 14
214950 14
215000 14
215050 14
215100 14
215150 14
215200 14
215250 14
215300 14
215350 14
215400 14
215450 14
215500 14
215550 14
215600 14
215650 14
215700 14
215750 14
215800 14
215850 14
215900 14
215950 14
216000 14
216050 14
216100 14
216150 14
216200 14
216250 14
216300 14
216350 14
216400 14
216450 14
216500 14
216550 14
216600 14
216650 14
216700 14
216750 14
216800 14
216850 14
216900 14
216950 14
217000 14
217050 14
217100 14
217150 14
217200 14
217250 14
217300 14
217350 14
217400 14
217450 14
217500 14
217550 14
217600 14
217650 14
217700 14
217750 14
217800 14
217850 14
217900 14
217950 14
218000 14
218050 14
218100 14
218150 14
218200 14
218250 14
218300 14
218350 14
218400 14
218450 14
218500 14
218550 14
218600 14
218650 14
218700 14
218750 14
218800 14
218850 14
218900 14
218950 14
219000 14
219050 14
219100 14
219150 14
219200 14
219250 14
219300 14
219350 14
219400 14
219450 14
219500 14
219550 14
219600 14
219650 14
219700 14
219750 14
219800 14
219850 14
219900 14
219950 14
220000 14
220050 14
220100 14
220150 14
220200 14
220250 14
220300 14
220350 14
220400 14
220450 14
220500 14
220550 14
220600 14
220650 14
220700 14
220750 14
220800 14
220850 14
220900 14
220950 14
221000 14
221050 14
221100 14
221150 14
221200 14
221250 14
221300 14
221350 14
221400 14
221450 14
221500 14
221550 14
221600 14
221650 14
221700 14
221750 14
221800 14
221850 14
221900 14
221950 14
222000 14
222050 14
222100 14
222150 14
222200 14
222250 14
222300 14
222350 14
222400 14
222450 14
222500 14
222550 14
222600 14
222650 14
222700 14
222750 14
222800 14
222850 14
222900 14
222950 14
223000 14
223050 14
223100 14
223150 14
223200 14
223250 14
223300 14
223350 14
223400 14
223450 14
223500 14
223550 14
223600 14
223650 14
223700 14
223750 14
223800 14
223850 14
223900 14
223950 14
224000 14
224050 14
224100 14
224150 14
224200 14
224250 14
224300 14
224350 14
224400 14
224450 14
224500 14
224550 14
224600 14
224650 14
224700 14
224750 14
224800 14
224850 14
224900 14
224950 14
225000 14
225050 14
225100 14
225150 14
225200 14
225250 14
225300 15
225350 14
225400 14
225450 14
225500 14
225550 14
225600 14
225650 14
225700 14
225750 14
225800 14
225850 14
225900 14
225950 14
226000 14
226050 14
226100 14
226150 14
226200 14
226250 14
226300 14
226350 14
226400 14
226450 14
226500 14
226550 14
226600 14
226650 14
226700 14
226750 13
226800 13
226850 13
226900 13
226950 13
227000 13
227050 13
227100 13
227150 13
227200 13
227250 14
227300 13
227350 13
227400 13
227450 13
227500 13
227550 13
227600 13
227650 13
227700 13
227750 14
227800 14
227850 14
227900 14
227950 14
228000 14
228050 14
228100 14
228150 14
228200 14
228250 14
228300 14
228350 14
228400 14
228450 14
228500 14
228550 14
228600 14
228650 14
228700 14
228750 14
228800 14
228850 14
228900 14
228950 13
229000 14
229050 13
229100 14
229150 14
229200 14
229250 14
229300 14
229350 14
229400 14
229450 14
229500 14
229550 14
229600 14
229650 14
229700 14
229750 14
229800 14
229850 14
229900 14
229950 14
230000 14
230050 14
230100 14
230150 14
230200 14
230250 14
230300 14
230350 14
230400 14
230450 14
230500 14
230550 14
230600 14
230650 14
230700 14
230750 14
230800 14
230850 14
230900 14
230950 14
231000 14
231050 14
231100 14
231150 14
231200 14
231250 14
231300 14
231350 14
231400 14
231450 14
231500 14
231550 14
231600 14
231650 14
231700 14
231750 14
231800 14
231850 14
231900 14
231950 14
232000 14
232050 14
232100 14
232150 14
232200 14
232250 14
232300 14
232350 14
232400 14
232450 14
232500 14
232550 14
232600 14
232650 14
232700 14
232750 14
232800 14
232850 14
232900 14
232950 14
233000 14
233050 14
233100 14
233150 14
233200 14
233250 14
233300 14
233350 14
233400 14
233450 14
233500 14
233550 14
233600 14
233650 14
233700 14
233750 14
233800 14
233850 14
233900 14
233950 14
234000 14
234050 14
234100 14
234150 14
234200 14
234250 14
234300 14
234350 14
234400 14
234450 14
234500 14
234550 14
234600 14
234650 14
234700 14
234750 14
234800 14
234850 14
234900 14
234950 14
235000 14
235050 14
235100 14
235150 14
235200 14
235250 14
235300 14
235350 14
235400 14
235450 14
235500 14
235550 14
235600 14
235650 14
235700 14
235750 14
235800 14
235850 14
235900 14
235950 14
236000 14
236050 14
236100 14
236150 14
236200 14
236250 14
236300 14
236350 14
236400 14
236450 14
236500 14
236550 14
236600 14
236650 14
236700 14
236750 14
236800 14
236850 14
236900 14
236950 14
237000 14
237050 14
237100 14
237150 14
237200 14
237250 14
237300 14
237350 14
237400 14
237450 14
237500 14
237550 14
237600 14
237650 14
237700 14
237750 14
237800 14
237850 14
237900 14
237950 14
238000 14
238050 14
238100 14
238150 14
238200 14
238250 14
238300 14
238350 14
238400 14
238450 14
238500 14
238550 14
238600 14
238650 14
238700 14
238750 14
238800 14
238850 14
238900 14
238950 14
239000 14
239050 14
239100 14
239150 14
239200 14
239250 14
239300 14
239350 14
239400 14
239450 14
239500 14
239550 14
239600 14
239650 14
239700 14
239750 14
239800 14
239850 14
239900 14
239950 14
240000 14
240050 14
240100 14
240150 14
240200 14
240250 14
240300 14
240350 14
240400 14
240450 14
240500 14
240550 14
240600 14
240650 14
240700 14
240750 14
240800 14
240850 14
240900 14
240950 14
241000 14
241050 14
241100 14
241150 14
241200 14
241250 14
241300 14
241350 14
241400 14
241450 14
241500 14
241550 14
241600 14
241650 14
241700 14
241750 14
241800 14
241850 14
241900 14
241950 14
242000 14
242050 14
242100 14
242150 14
242200 14
242250 14
242300 14
242350 14
242400 14
242450 14
242500 14
242550 14
242600 14
242650 14
242700 14
242750 14
242800 14
242850 14
242900 14
242950 14
243000 14
243050 14
243100 14
243150 14
243200 14
243250 14
243300 14
243350 14
243400 14
243450 14
243500 14
243550 14
243600 14
243650 14
243700 14
243750 14
243800 14
243850 14
243900 14
243950 14
244000 14
244050 14
244100 14
244150 14
244200 14
244250 14
244300 14
244350 14
244400 14
244450 14
244500 13
244550 14
244600 14
244650 14
244700 14
244750 14
244800 14
244850 14
244900 14
244950 14
245000 14
245050 13
245100 13
245150 14
245200 14
245250 14
245300 14
245350 14
245400 14
245450 14
245500 14
245550 14
245600 14
245650 14
245700 14
245750 14
245800 14
245850 14
245900 14
245950 14
246000 14
246050 14
246100 14
246150 14
246200 14
246250 14
246300 14
246350 14
246400 14
246450 14
246500 14
246550 14
246600 14
246650 14
246700 14
246750 14
246800 14
246850 14
246900 14
246950 14
247000 14
247050 14
247100 14
247150 14
247200 14
247250 14
247300 14
247350 14
247400 14
247450 14
247500 14
247550 14
247600 14
247650 14
247700 13
247750 13
247800 13
247850 13
247900 13
247950 13
248000 13
248050 13
248100 14
248150 13
248200 13
248250 13
248300 14
248350 13
248400 13
248450 14
248500 14
248550 14
248600 14
248650 14
248700 14
248750 14
248800 14
248850 14
248900 14
248950 14
249000 14
249050 14
249100 14
249150 14
249200 14
249250 14
249300 14
249350 14
249400 14
249450 14
249500 14
249550 14
249600 14
249650 14
249700 14
249750 14
249800 14
249850 14
249900 14
249950 14
250000 14
250050 14
250100 14
250150 14
250200 14
250250 14
250300 14
250350 14
250400 14
250450 14
250500 14
250550 14
250600 14
250650 14
250700 14
250750 14
250800 14
250850 14
250900 14
250950 14
251000 14
251050 14
251100 14
251150 14
251200 14
251250 14
251300 14
251350 14
251400 14
251450 13
251500 13
251550 14
251600 13
251650 13
251700 13
251750 13
251800 13
251850 13
251900 14
251950 14
252000 14
252050 14
252100 14
252150 14
252200 14
252250 14
252300 14
252350 14
252400 14
252450 14
252500 14
252550 14
252600 14
252650 14
252700 14
252750 14
252800 14
252850 14
252900 14
252950 14
253000 14
253050 14
253100 14
253150 14
253200 14
253250 14
253300 14
253350 14
253400 14
253450 14
253500 14
253550 14
253600 14
253650 14
253700 14
253750 14
253800 14
253850 14
253900 14
253950 14
254000 14
254050 14
254100 14
254150 14
254200 14
254250 14
254300 14
254350 14
254400 14
254450 14
254500 14
254550 14
254600 14
254650 14
254700 14
254750 14
254800 14
254850 14
254900 14
254950 14
255000 14
255050 14
255100 14
255150 14
255200 14
255250 14
255300 14
255350 14
255400 14
255450 14
255500 14
255550 14
255600 14
255650 14
255700 14
255750 14
255800 14
255850 14
255900 14
255950 14
256000 14
256050 14
256100 14
256150 14
256200 14
256250 14
256300 14
256350 14
256400 14
256450 14
256500 14
256550 14
256600 14
256650 14
256700 14
256750 14
256800 14
256850 14
256900 14
256950 14
257000 14
257050 14
257100 14
257150 14
257200 14
257250 14
257300 14
257350 14
257400 13
257450 13
257500 14
257550 14
257600 14
257650 14
257700 14
257750 14
257800 14
257850 14
257900 14
257950 14
258000 14
258050 14
258100 14
258150 14
258200 14
258250 14
258300 14
258350 14
258400 14
258450 14
258500 14
258550 14
258600 14
258650 14
258700 14
258750 14
258800 14
258850 14
258900 14
258950 14
259000 14
259050 14
259100 14
259150 14
259200 14
259250 14
259300 14
259350 14
259400 14
259450 14
259500 14
259550 14
259600 14
259650 14
259700 14
259750 14
259800 14
259850 14
259900 14
259950 14
260000 14
260050 14
260100 14
260150 14
260200 14
260250 14
260300 14
260350 14
260400 14
260450 14
260500 14
260550 14
260600 14
260650 14
260700 14
260750 14
260800 14
260850 14
260900 14
260950 14
261000 14
261050 14
261100 14
261150 14
261200 14
261250 14
261300 14
261350 14
261400 14
261450 14
261500 14
261550 14
261600 14
261650 14
261700 14
261750 14
261800 14
261850 14
261900 14
261950 14
262000 14
262050 14
262100 14
262150 14
262200 14
262250 14
262300 14
262350 14
262400 14
262450 14
262500 14
262550 14
262600 14
262650 13
262700 13
262750 13
262800 14
262850 14
262900 14
262950 14
263000 14
263050 14
263100 14
263150 14
263200 14
263250 14
263300 14
263350 14
263400 14
263450 14
263500 14
263550 14
263600 14
263650 14
263700 14
263750 14
263800 14
263850 14
263900 14
263950 14
264000 14
264050 14
264100 14
264150 14
264200 14
264250 14
264300 14
264350 14
264400 14
264450 14
264500 14
264550 14
264600 14
264650 14
264700 14
264750 14
264800 14
264850 14
264900 14
264950 14
265000 14
265050 14
265100 14
265150 14
265200 14
265250 14
265300 14
265350 14
265400 14
265450 14
265500 14
265550 14
265600 14
265650 14
265700 14
265750 14
265800 14
265850 14
265900 14
265950 14
266000 14
266050 14
266100 14
266150 14
266200 14
266250 14
266300 14
266350 14
266400 14
266450 14
266500 14
266550 14
266600 14
266650 14
266700 14
266750 14
266800 14
266850 14
266900 14
266950 14
267000 14
267050 14
267100 14
267150 14
267200 14
267250 14
267300 14
267350 14
267400 14
267450 14
267500 14
267550 14
267600 14
267650 14
267700 14
267750 14
267800 14
267850 14
267900 13
267950 14
268000 14
268050 14
268100 14
268150 14
268200 14
268250 14
268300 14
268350 14
268400 14
268450 14
268500 14
268550 14
268600 14
268650 14
268700 14
268750 14
268800 14
268850 14
268900 14
268950 14
269000 14
269050 14
269100 14
269150 14
269200 14
269250 14
269300 14
269350 14
269400 14
269450 14
269500 14
269550 14
269600 14
269650 14
269700 14
269750 14
269800 14
269850 14
269900 14
269950 14
270000 14
270050 14
270100 14
270150 14
270200 14
270250 14
270300 14
270350 14
270400 14
270450 14
270500 13
270550 13
270600 14
270650 14
270700 14
270750 14
270800 14
270850 14
270900 14
270950 14
271000 14
271050 14
271100 14
271150 14
271200 14
271250 14
271300 14
271350 14
271400 14
271450 14
271500 14
271550 15
271600 15
271650 15
271700 15
271750 15
271800 15
271850 15
271900 15
271950 15
272000 15
272050 15
272100 15
272150 15
272200 15
272250 15
272300 15
272350 15
272400 15
272450 15
272500 15
272550 15
272600 15
272650 15
272700 15
272750 15
272800 15
272850 15
272900 15
272950 15
273000 15
273050 15
273100 15
273150 15
273200 15
273250 15
273300 15
273350 15
273400 15
273450 15
273500 15
273550 15
273600 15
273650 15
273700 15
273750 15
273800 15
273850 15
273900 15
273950 15
274000 15
274050 15
274100 15
274150 15
274200 15
274250 15
274300 15
274350 15
274400 15
274450 15
274500 15
274550 15
274600 15
274650 15
274700 15
274750 15
274800 15
274850 15
274900 15
274950 15
275000 15
275050 15
275100 15
275150 15
275200 15
275250 15
275300 15
275350 15
275400 15
275450 15
275500 15
275550 15
275600 15
275650 15
275700 15
275750 15
275800 15
275850 15
275900 15
275950 15
276000 15
276050 15
276100 15
276150 15
276200 15
276250 15
276300 15
276350 15
276400 15
276450 15
276500 15
276550 15
276600 15
276650 15
276700 15
276750 15
276800 15
276850 15
276900 15
276950 15
277000 15
277050 15
277100 15
277150 15
277200 15
277250 15
277300 15
277350 15
277400 15
277450 15
277500 15
277550 15
277600 15
277650 15
277700 15
277750 15
277800 15
277850 15
277900 15
277950 15
278000 15
278050 15
278100 15
278150 15
278200 15
278250 15
278300 15
278350 15
278400 15
278450 15
278500 15
278550 15
278600 15
278650 15
278700 15
278750 15
278800 15
278850 15
278900 15
278950 15
279000 15
279050 15
279100 15
279150 15
279200 15
279250 15
279300 15
279350 15
279400 15
279450 15
279500 15
279550 15
279600 15
279650 15
279700 15
279750 15
279800 15
279850 15
279900 15
