Curve C2H4
38200 0
38250 0
38300 0
38350 0
38400 0
38450 0
38500 0
38550 0
38600 0
38650 0
38700 0
38750 0
38800 0
38850 0
38900 0
38950 0
39000 0
39050 0
39100 0
39150 0
39200 0
39250 0
39300 0
39350 0
39400 0
39450 0
39500 0
39550 0
39600 0
39650 0
39700 0
39750 0
39800 0
39850 0
39900 0
39950 0
40000 0
40050 0
40100 0
40150 0
40200 0
40250 0
40300 0
40350 0
40400 0
40450 0
40500 0
40550 0
40600 0
40650 0
40700 0
40750 0
40800 0
40850 0
40900 0
40950 0
41000 0
41050 0
41100 0
41150 0
41200 0
41250 0
41300 0
41350 0
41400 0
41450 0
41500 0
41550 0
41600 0
41650 0
41700 0
41750 0
41800 0
41850 0
41900 0
41950 0
42000 0
42050 0
42100 0
42150 0
42200 0
42250 0
42300 0
42350 0
42400 0
42450 0
42500 0
42550 0
42600 0
42650 0
42700 0
42750 0
42800 0
42850 0
42900 0
42950 0
43000 0
43050 0
43100 0
43150 0
43200 0
43250 0
43300 0
43350 0
43400 0
43450 0
43500 0
43550 0
43600 0
43650 0
43700 0
43750 0
43800 0
43850 0
43900 0
43950 0
44000 0
44050 0
44100 0
44150 0
44200 0
44250 0
44300 0
44350 0
44400 0
44450 0
44500 0
44550 0
44600 0
44650 0
44700 0
44750 0
44800 0
44850 0
44900 0
44950 0
45000 0
45050 0
45100 0
45150 0
45200 0
45250 0
45300 0
45350 0
45400 0
45450 0
45500 0
45550 0
45600 0
45650 0
45700 0
45750 0
45800 0
45850 0
45900 0
45950 0
46000 0
46050 0
46100 0
46150 0
46200 0
46250 0
46300 0
46350 0
46400 0
46450 0
46500 0
46550 0
46600 0
46650 0
46700 0
46750 0
46800 0
46850 0
46900 0
46950 0
47000 0
47050 0
47100 0
47150 0
47200 0
47250 0
47300 0
47350 0
47400 0
47450 0
47500 0
47550 0
47600 0
47650 0
47700 0
47750 0
47800 0
47850 0
47900 0
47950 0
48000 0
48050 0
48100 0
48150 0
48200 0
48250 0
48300 0
48350 0
48400 0
48450 0
48500 0
48550 0
48600 0
48650 0
48700 0
48750 0
48800 0
48850 0
48900 0
48950 0
49000 0
49050 0
49100 0
49150 0
49200 0
49250 0
49300 0
49350 0
49400 0
49450 0
49500 0
49550 0
49600 0
49650 0
49700 0
49750 0
49800 0
49850 0
49900 0
49950 0
50000 0
50050 0
50100 0
50150 0
50200 0
50250 0
50300 0
50350 0
50400 0
50450 0
50500 0
50550 0
50600 0
50650 0
50700 0
50750 0
50800 0
50850 0
50900 0
50950 0
51000 0
51050 0
51100 0
51150 0
51200 0
51250 0
51300 0
51350 0
51400 0
51450 0
51500 0
51550 0
51600 0
51650 0
51700 0
51750 0
51800 0
51850 0
51900 0
51950 0
52000 0
52050 0
52100 0
52150 0
52200 0
52250 0
52300 0
52350 0
52400 0
52450 0
52500 0
52550 0
52600 0
52650 0
52700 0
52750 0
52800 0
52850 0
52900 0
52950 0
53000 0
53050 0
53100 0
53150 0
53200 0
53250 0
53300 0
53350 0
53400 0
53450 0
53500 0
53550 0
53600 0
53650 0
53700 0
53750 0
53800 0
53850 0
53900 0
53950 0
54000 0
54050 0
54100 0
54150 0
54200 0
54250 0
54300 0
54350 0
54400 0
54450 0
54500 0
54550 0
54600 0
54650 0
54700 0
54750 0
54800 0
54850 0
54900 0
54950 0
55000 0
55050 0
55100 0
55150 0
55200 0
55250 0
55300 0
55350 0
55400 0
55450 0
55500 0
55550 0
55600 0
55650 0
55700 0
55750 0
55800 0
55850 0
55900 0
55950 0
56000 0
56050 0
56100 0
56150 0
56200 0
56250 0
56300 0
56350 0
56400 0
56450 0
56500 0
56550 0
56600 0
56650 0
56700 0
56750 0
56800 0
56850 0
56900 0
56950 0
57000 0
57050 0
57100 0
57150 0
57200 0
57250 0
57300 0
57350 0
57400 0
57450 0
57500 0
57550 0
57600 0
57650 0
57700 0
57750 0
57800 0
57850 0
57900 0
57950 0
58000 0
58050 0
58100 0
58150 0
58200 0
58250 0
58300 0
58350 0
58400 0
58450 0
58500 0
58550 0
58600 0
58650 0
58700 0
58750 0
58800 0
58850 0
58900 0
58950 0
59000 0
59050 0
59100 0
59150 0
59200 0
59250 0
59300 0
59350 0
59400 0
59450 0
59500 0
59550 0
59600 0
59650 0
59700 0
59750 0
59800 0
59850 0
59900 0
59950 0
60000 0
60050 0
60100 0
60150 0
60200 0
60250 0
60300 0
60350 0
60400 0
60450 0
60500 0
60550 0
60600 0
60650 0
60700 0
60750 0
60800 0
60850 0
60900 0
60950 0
61000 0
61050 0
61100 0
61150 0
61200 0
61250 0
61300 0
61350 0
61400 0
61450 0
61500 0
61550 0
61600 0
61650 0
61700 0
61750 0
61800 0
61850 0
61900 0
61950 0
62000 0
62050 0
62100 0
62150 0
62200 0
62250 0
62300 0
62350 0
62400 0
62450 0
62500 0
62550 0
62600 0
62650 0
62700 0
62750 0
62800 0
62850 0
62900 0
62950 0
63000 0
63050 0
63100 0
63150 0
63200 0
63250 0
63300 0
63350 0
63400 0
63450 0
63500 0
63550 0
63600 0
63650 0
63700 0
63750 0
63800 0
63850 0
63900 0
63950 0
64000 0
64050 0
64100 0
64150 0
64200 0
64250 0
64300 0
64350 0
64400 0
64450 0
64500 0
64550 0
64600 0
64650 0
64700 0
64750 0
64800 0
64850 0
64900 0
64950 0
65000 0
65050 0
65100 0
65150 0
65200 0
65250 0
65300 0
65350 0
65400 0
65450 0
65500 0
65550 0
65600 0
65650 0
65700 0
65750 0
65800 0
65850 0
65900 0
65950 0
66000 0
66050 0
66100 0
66150 0
66200 0
66250 0
66300 0
66350 0
66400 0
66450 0
66500 0
66550 0
66600 0
66650 0
66700 0
66750 0
66800 0
66850 0
66900 0
66950 0
67000 0
67050 0
67100 0
67150 0
67200 0
67250 0
67300 0
67350 0
67400 0
67450 0
67500 0
67550 0
67600 0
67650 0
67700 0
67750 0
67800 0
67850 0
67900 0
67950 0
68000 0
68050 0
68100 0
68150 0
68200 0
68250 0
68300 0
68350 0
68400 0
68450 0
68500 0
68550 0
68600 0
68650 0
68700 0
68750 0
68800 0
68850 0
68900 0
68950 0
69000 0
69050 0
69100 0
69150 0
69200 0
69250 0
69300 0
69350 0
69400 0
69450 0
69500 0
69550 0
69600 0
69650 0
69700 0
69750 0
69800 0
69850 0
69900 0
69950 0
70000 0
70050 0
70100 0
70150 0
70200 0
70250 0
70300 0
70350 0
70400 0
70450 0
70500 0
70550 0
70600 0
70650 0
70700 0
70750 0
70800 0
70850 0
70900 0
70950 0
71000 0
71050 0
71100 0
71150 0
71200 0
71250 0
71300 0
71350 0
71400 0
71450 0
71500 0
71550 0
71600 0
71650 0
71700 0
71750 0
71800 0
71850 0
71900 0
71950 0
72000 0
72050 0
72100 0
72150 0
72200 0
72250 0
72300 0
72350 0
72400 0
72450 0
72500 0
72550 0
72600 0
72650 0
72700 0
72750 0
72800 0
72850 0
72900 0
72950 0
73000 0
73050 0
73100 0
73150 0
73200 0
73250 0
73300 0
73350 0
73400 0
73450 0
73500 0
73550 0
73600 0
73650 0
73700 0
73750 0
73800 0
73850 0
73900 0
73950 0
74000 0
74050 0
74100 0
74150 0
74200 0
74250 0
74300 0
74350 0
74400 0
74450 0
74500 0
74550 0
74600 0
74650 0
74700 0
74750 0
74800 0
74850 0
74900 0
74950 0
75000 0
75050 0
75100 0
75150 0
75200 0
75250 0
75300 0
75350 0
75400 0
75450 0
75500 0
75550 0
75600 0
75650 0
75700 0
75750 0
75800 0
75850 0
75900 0
75950 0
76000 0
76050 0
76100 0
76150 0
76200 0
76250 0
76300 0
76350 0
76400 0
76450 0
76500 0
76550 0
76600 0
76650 0
76700 0
76750 0
76800 0
76850 0
76900 0
76950 0
77000 0
77050 0
77100 0
77150 0
77200 0
77250 0
77300 0
77350 0
77400 0
77450 0
77500 0
77550 0
77600 0
77650 0
77700 0
77750 0
77800 0
77850 0
77900 0
77950 0
78000 0
78050 0
78100 0
78150 0
78200 0
78250 0
78300 0
78350 0
78400 0
78450 0
78500 0
78550 0
78600 0
78650 0
78700 0
78750 0
78800 0
78850 0
78900 0
78950 0
79000 0
79050 0
79100 0
79150 0
79200 0
79250 0
79300 0
79350 0
79400 0
79450 0
79500 0
79550 0
79600 0
79650 0
79700 0
79750 0
79800 0
79850 0
79900 0
79950 0
80000 0
80050 0
80100 0
80150 0
80200 0
80250 0
80300 0
80350 0
80400 0
80450 0
80500 0
80550 0
80600 0
80650 0
80700 0
80750 0
80800 0
80850 0
80900 0
80950 0
81000 0
81050 0
81100 0
81150 0
81200 0
81250 0
81300 0
81350 0
81400 0
81450 0
81500 0
81550 0
81600 0
81650 0
81700 0
81750 0
81800 0
81850 0
81900 0
81950 0
82000 0
82050 0
82100 0
82150 0
82200 0
82250 0
82300 0
82350 0
82400 0
82450 0
82500 0
82550 0
82600 0
82650 0
82700 0
82750 0
82800 0
82850 0
82900 0
82950 0
83000 0
83050 0
83100 0
83150 0
83200 0
83250 0
83300 0
83350 0
83400 0
83450 0
83500 0
83550 0
83600 0
83650 0
83700 0
83750 0
83800 0
83850 0
83900 0
83950 0
84000 0
84050 0
84100 0
84150 0
84200 0
84250 0
84300 0
84350 0
84400 0
84450 0
84500 0
84550 0
84600 0
84650 1
84700 1
84750 1
84800 1
84850 1
84900 1
84950 1
85000 1
85050 1
85100 1
85150 1
85200 1
85250 1
85300 1
85350 1
85400 1
85450 1
85500 1
85550 1
85600 1
85650 1
85700 1
85750 1
85800 1
85850 1
85900 1
85950 1
86000 1
86050 1
86100 1
86150 1
86200 1
86250 1
86300 1
86350 1
86400 1
86450 1
86500 1
86550 1
86600 1
86650 1
86700 1
86750 1
86800 1
86850 1
86900 1
86950 1
87000 1
87050 1
87100 1
87150 1
87200 1
87250 1
87300 1
87350 1
87400 1
87450 1
87500 1
87550 1
87600 1
87650 1
87700 1
87750 1
87800 1
87850 1
87900 1
87950 1
88000 1
88050 1
88100 1
88150 1
88200 1
88250 1
88300 1
88350 1
88400 1
88450 1
88500 1
88550 1
88600 1
88650 1
88700 1
88750 1
88800 1
88850 1
88900 1
88950 1
89000 1
89050 1
89100 1
89150 1
89200 1
89250 1
89300 1
89350 1
89400 1
89450 1
89500 1
89550 1
89600 1
89650 1
89700 1
89750 1
89800 1
89850 1
89900 1
89950 1
90000 1
90050 1
90100 1
90150 1
90200 1
90250 1
90300 1
90350 1
90400 1
90450 1
90500 1
90550 1
90600 1
90650 1
90700 1
90750 1
90800 1
90850 1
90900 1
90950 1
91000 1
91050 1
91100 0
91150 1
91200 1
91250 1
91300 1
91350 1
91400 1
91450 1
91500 1
91550 1
91600 1
91650 1
91700 1
91750 1
91800 1
91850 1
91900 1
91950 1
92000 1
92050 1
92100 1
92150 1
92200 1
92250 1
92300 1
92350 1
92400 1
92450 1
92500 1
92550 1
92600 1
92650 1
92700 1
92750 1
92800 1
92850 1
92900 1
92950 1
93000 1
93050 1
93100 1
93150 1
93200 1
93250 1
93300 1
93350 1
93400 1
93450 1
93500 1
93550 1
93600 1
93650 1
93700 1
93750 1
93800 1
93850 1
93900 1
93950 1
94000 1
94050 1
94100 1
94150 1
94200 1
94250 1
94300 1
94350 1
94400 1
94450 1
94500 1
94550 1
94600 1
94650 1
94700 1
94750 1
94800 1
94850 1
94900 1
94950 1
95000 1
95050 1
95100 1
95150 1
95200 1
95250 1
95300 1
95350 1
95400 1
95450 1
95500 1
95550 1
95600 1
95650 1
95700 1
95750 1
95800 1
95850 1
95900 1
95950 1
96000 1
96050 1
96100 1
96150 1
96200 1
96250 1
96300 1
96350 1
96400 1
96450 1
96500 1
96550 1
96600 1
96650 1
96700 1
96750 1
96800 1
96850 1
96900 1
96950 1
97000 1
97050 1
97100 1
97150 1
97200 1
97250 1
97300 1
97350 1
97400 0
97450 0
97500 0
97550 0
97600 0
97650 0
97700 0
97750 0
97800 0
97850 0
97900 0
97950 0
98000 0
98050 0
98100 0
98150 0
98200 0
98250 0
98300 0
98350 0
98400 0
98450 0
98500 0
98550 0
98600 0
98650 0
98700 0
98750 0
98800 0
98850 0
98900 0
98950 0
99000 0
99050 0
99100 0
99150 0
99200 0
99250 0
99300 0
99350 0
99400 0
99450 0
99500 0
99550 0
99600 0
99650 0
99700 0
99750 0
99800 0
99850 0
99900 0
99950 0
100000 0
100050 1
100100 1
100150 1
100200 1
100250 1
100300 0
100350 0
100400 0
100450 0
100500 0
100550 0
100600 0
100650 0
100700 0
100750 0
100800 0
100850 0
100900 0
100950 0
101000 0
101050 0
101100 0
101150 0
101200 0
101250 0
101300 0
101350 0
101400 0
101450 0
101500 0
101550 0
101600 0
101650 0
101700 0
101750 0
101800 0
101850 0
101900 0
101950 0
102000 0
102050 0
102100 0
102150 0
102200 0
102250 0
102300 0
102350 0
102400 0
102450 0
102500 0
102550 0
102600 0
102650 0
102700 0
102750 0
102800 0
102850 0
102900 0
102950 0
103000 0
103050 0
103100 0
103150 0
103200 0
103250 0
103300 0
103350 0
103400 0
103450 0
103500 0
103550 0
103600 0
103650 0
103700 0
103750 0
103800 0
103850 0
103900 0
103950 0
104000 0
104050 0
104100 0
104150 0
104200 0
104250 0
104300 0
104350 0
104400 0
104450 0
104500 0
104550 0
104600 0
104650 0
104700 0
104750 0
104800 0
104850 0
104900 0
104950 0
105000 0
105050 0
105100 0
105150 0
105200 0
105250 0
105300 0
105350 0
105400 0
105450 0
105500 0
105550 0
105600 0
105650 0
105700 0
105750 0
105800 0
105850 0
105900 0
105950 0
106000 0
106050 0
106100 0
106150 0
106200 0
106250 0
106300 0
106350 0
106400 0
106450 0
106500 0
106550 0
106600 0
106650 0
106700 0
106750 0
106800 0
106850 0
106900 0
106950 0
107000 0
107050 0
107100 0
107150 0
107200 0
107250 0
107300 0
107350 0
107400 0
107450 0
107500 0
107550 0
107600 0
107650 0
107700 0
107750 0
107800 0
107850 0
107900 0
107950 0
108000 0
108050 0
108100 0
108150 0
108200 0
108250 0
108300 0
108350 0
108400 0
108450 0
108500 0
108550 0
108600 0
108650 0
108700 0
108750 0
108800 0
108850 0
108900 0
108950 0
109000 0
109050 0
109100 0
109150 0
109200 0
109250 0
109300 0
109350 0
109400 0
109450 0
109500 0
109550 0
109600 0
109650 0
109700 0
109750 0
109800 0
109850 0
109900 0
109950 0
110000 0
110050 0
110100 0
110150 0
110200 0
110250 0
110300 0
110350 0
110400 0
110450 0
110500 0
110550 0
110600 0
110650 0
110700 0
110750 0
110800 0
110850 0
110900 0
110950 0
111000 0
111050 0
111100 0
111150 0
111200 0
111250 0
111300 0
111350 0
111400 0
111450 0
111500 0
111550 0
111600 0
111650 0
111700 0
111750 0
111800 0
111850 0
111900 0
111950 0
112000 0
112050 0
112100 0
112150 0
112200 0
112250 0
112300 0
112350 0
112400 0
112450 0
112500 0
112550 0
112600 0
112650 0
112700 0
112750 0
112800 0
112850 0
112900 0
112950 0
113000 0
113050 0
113100 0
113150 0
113200 0
113250 0
113300 0
113350 0
113400 0
113450 0
113500 0
113550 0
113600 0
113650 0
113700 0
113750 0
113800 0
113850 0
113900 0
113950 0
114000 0
114050 0
114100 0
114150 0
114200 0
114250 0
114300 0
114350 0
114400 0
114450 0
114500 0
114550 0
114600 0
114650 0
114700 0
114750 0
114800 0
114850 0
114900 0
114950 0
115000 0
115050 0
115100 0
115150 0
115200 0
115250 0
115300 0
115350 0
115400 0
115450 0
115500 0
115550 0
115600 0
115650 0
115700 0
115750 0
115800 0
115850 0
115900 0
115950 0
116000 0
116050 0
116100 0
116150 0
116200 0
116250 0
116300 0
116350 0
116400 0
116450 0
116500 0
116550 0
116600 0
116650 0
116700 0
116750 0
116800 0
116850 0
116900 0
116950 0
117000 0
117050 0
117100 0
117150 0
117200 0
117250 0
117300 0
117350 0
117400 0
117450 0
117500 0
117550 0
117600 0
117650 0
117700 0
117750 0
117800 0
117850 0
117900 0
117950 0
118000 0
118050 0
118100 0
118150 0
118200 0
118250 0
118300 0
118350 0
118400 0
118450 0
118500 0
118550 0
118600 0
118650 0
118700 0
118750 0
118800 0
118850 0
118900 0
118950 0
119000 0
119050 0
119100 0
119150 0
119200 0
119250 0
119300 0
119350 0
119400 0
119450 0
119500 0
119550 0
119600 0
119650 0
119700 0
119750 0
119800 0
119850 0
119900 0
119950 0
120000 0
120050 0
120100 0
120150 0
120200 0
120250 0
120300 0
120350 0
120400 0
120450 0
120500 0
120550 0
120600 0
120650 0
120700 0
120750 0
120800 0
120850 0
120900 0
120950 0
121000 0
121050 0
121100 0
121150 0
121200 0
121250 0
121300 0
121350 0
121400 0
121450 0
121500 0
121550 0
121600 0
121650 0
121700 0
121750 0
121800 0
121850 0
121900 0
121950 0
122000 0
122050 0
122100 0
122150 0
122200 0
122250 0
122300 0
122350 0
122400 0
122450 0
122500 0
122550 0
122600 0
122650 0
122700 0
122750 0
122800 0
122850 0
122900 0
122950 0
123000 0
123050 0
123100 0
123150 0
123200 0
123250 0
123300 0
123350 0
123400 0
123450 0
123500 0
123550 0
123600 0
123650 0
123700 0
123750 0
123800 0
123850 0
123900 0
123950 0
124000 0
124050 0
124100 0
124150 0
124200 0
124250 0
124300 0
124350 0
124400 0
124450 0
124500 0
124550 0
124600 0
124650 0
124700 0
124750 0
124800 0
124850 0
124900 0
124950 0
125000 0
125050 0
125100 0
125150 0
125200 0
125250 0
125300 0
125350 0
125400 0
125450 0
125500 0
125550 0
125600 0
125650 0
125700 0
125750 0
125800 0
125850 0
125900 0
125950 0
126000 0
126050 0
126100 0
126150 0
126200 0
126250 0
126300 0
126350 0
126400 0
126450 0
126500 0
126550 0
126600 0
126650 0
126700 0
126750 0
126800 0
126850 0
126900 0
126950 0
127000 0
127050 0
127100 0
127150 0
127200 0
127250 0
127300 0
127350 0
127400 0
127450 0
127500 0
127550 0
127600 0
127650 0
127700 0
127750 0
127800 0
127850 0
127900 0
127950 0
128000 0
128050 0
128100 0
128150 0
128200 0
128250 0
128300 0
128350 0
128400 0
128450 0
128500 0
128550 0
128600 0
128650 0
128700 0
128750 0
128800 0
128850 0
128900 0
128950 0
129000 0
129050 0
129100 0
129150 0
129200 0
129250 0
129300 0
129350 0
129400 0
129450 0
129500 0
129550 0
129600 0
129650 0
129700 0
129750 0
129800 0
129850 0
129900 0
129950 0
130000 0
130050 0
130100 0
130150 0
130200 0
130250 0
130300 0
130350 0
130400 0
130450 0
130500 0
130550 0
130600 0
130650 0
130700 0
130750 0
130800 0
130850 0
130900 0
130950 0
131000 0
131050 0
131100 0
131150 0
131200 0
131250 0
131300 0
131350 0
131400 0
131450 0
131500 0
131550 0
131600 0
131650 0
131700 0
131750 0
131800 0
131850 0
131900 0
131950 0
132000 0
132050 0
132100 0
132150 0
132200 0
132250 0
132300 0
132350 0
132400 0
132450 0
132500 0
132550 0
132600 0
132650 0
132700 0
132750 0
132800 0
132850 0
132900 0
132950 0
133000 0
133050 0
133100 0
133150 0
133200 0
133250 0
133300 0
133350 0
133400 0
133450 0
133500 0
133550 0
133600 0
133650 0
133700 0
133750 0
133800 0
133850 0
133900 0
133950 0
134000 0
134050 0
134100 0
134150 0
134200 0
134250 0
134300 0
134350 0
134400 0
134450 0
134500 0
134550 0
134600 0
134650 0
134700 0
134750 0
134800 0
134850 0
134900 0
134950 0
135000 0
135050 0
135100 0
135150 0
135200 0
135250 0
135300 0
135350 0
135400 0
135450 0
135500 0
135550 0
135600 0
135650 0
135700 0
135750 0
135800 0
135850 0
135900 0
135950 0
136000 0
136050 0
136100 0
136150 0
136200 0
136250 0
136300 0
136350 0
136400 0
136450 0
136500 0
136550 0
136600 0
136650 0
136700 0
136750 0
136800 0
136850 0
136900 0
136950 0
137000 0
137050 0
137100 0
137150 0
137200 0
137250 0
137300 0
137350 0
137400 0
137450 0
137500 0
137550 0
137600 0
137650 0
137700 0
137750 0
137800 0
137850 0
137900 0
137950 0
138000 0
138050 0
138100 0
138150 0
138200 0
138250 0
138300 0
138350 0
138400 0
138450 0
138500 0
138550 0
138600 0
138650 0
138700 0
138750 0
138800 0
138850 0
138900 0
138950 0
139000 0
139050 0
139100 0
139150 0
139200 0
139250 0
139300 0
139350 0
139400 0
139450 0
139500 0
139550 0
139600 0
139650 0
139700 0
139750 0
139800 0
139850 0
139900 0
139950 0
